N,P,K,Crop
66,27,83,Bengal Gram (Chickpea)
104,13,110,Navane (Foxtail Millet)
105,21,128,Chillies
73,10,107,Green Gram (Moong)
188,24,124,Wheat
62,14,113,Niger Seed
53,16,112,Sitaphal (Custard Apple)
154,30,241,Grapes
191,22,102,Paddy
152,24,264,Arecanut
93,10,163,Tapioca
130,30,137,Mustard
124,22,193,Turmeric
146,17,184,Dragon Fruit
58,17,88,Green Gram (Moong)
84,24,202,Sweet Potato
57,15,128,Tur (Arhar/Toor Dal)
57,18,114,Black Gram (Urad)
82,17,136,Muskmelon
107,19,173,Orange
199,27,298,Grapes
130,14,86,Bajra (Pearl Millet)
64,13,118,Coriander
54,24,110,Bengal Gram (Chickpea)
100,16,171,Sapota
125,24,157,Orange
176,27,178,Jackfruit
149,17,120,Castor
74,28,140,Soybean
140,20,129,Chillies
154,29,115,Wheat
129,21,129,Mustard
113,15,107,Cotton
75,13,102,Niger Seed
123,16,121,Cotton
100,24,174,Safflower
130,23,173,Tobacco
117,28,186,Garlic
84,22,187,Sapota
118,23,181,Ginger
163,25,156,Onion
51,16,114,Cashewnut
137,12,113,Navane (Foxtail Millet)
65,20,83,Avare (Field Bean)
117,17,197,Orange
127,20,140,Castor
126,23,152,Orange
152,22,131,Rice
141,29,192,Pomegranate
69,25,124,Tur (Arhar/Toor Dal)
190,20,195,Onion
115,22,158,Lemon
188,23,293,Arecanut
143,13,109,Navane (Foxtail Millet)
111,17,83,Navane (Foxtail Millet)
89,11,147,Linseed
129,18,118,Chillies
121,12,118,Ragi (Finger Millet)
117,27,167,Garlic
130,24,172,Pepper
185,29,201,Grapes
143,21,167,Pepper
100,10,112,Watermelon
136,17,145,Chillies
129,15,182,Safflower
183,28,247,Mango
70,17,82,Black Gram (Urad)
108,14,96,Ragi (Finger Millet)
57,11,81,Niger Seed
69,19,142,Cashewnut
60,25,148,Cashewnut
103,28,156,Guava
60,17,105,Coriander
68,10,80,Green Gram (Moong)
193,25,125,Paddy
104,20,156,Cabbage
110,16,126,Cotton
123,19,172,Orange
107,14,85,Navane (Foxtail Millet)
74,19,86,Niger Seed
143,19,94,Ragi (Finger Millet)
158,25,214,Sugarcane
92,17,158,Sapota
130,18,171,Orange
195,16,203,Potato
125,24,177,Turmeric
64,15,85,Black Gram (Urad)
141,20,84,Navane (Foxtail Millet)
128,27,164,Guava
101,14,89,Jowar (Sorghum)
88,15,114,Cardamom
151,15,282,Sugarcane
136,22,165,Tobacco
176,16,249,Potato
84,15,219,Sweet Potato
117,23,171,Sunflower
179,25,236,Potato
199,17,175,Maize
53,19,83,Black Gram (Urad)
168,20,264,Sugarcane
78,15,161,Pineapple
105,20,150,Garlic
133,24,196,Tobacco
55,15,116,Cowpea
106,22,197,Sunflower
110,25,177,Tobacco
149,24,198,Safflower
121,21,158,Safflower
90,14,104,Linseed
53,25,123,Soybean
93,19,132,Muskmelon
143,29,160,Avocado
152,22,256,Banana
52,11,105,Coriander
62,19,80,Horse Gram
56,19,104,Tur (Arhar/Toor Dal)
197,25,262,Sugarcane
183,26,196,Jackfruit
91,25,178,Pineapple
146,16,145,Cotton
81,18,91,Sesame
52,18,98,Avare (Field Bean)
95,22,145,Mesta
97,15,269,Sweet Potato
194,26,243,Grapes
162,25,199,Tomato
88,12,102,Muskmelon
192,23,171,Jackfruit
125,30,173,Pepper
100,13,144,Linseed
86,10,102,Lichi
142,11,118,Ragi (Finger Millet)
110,20,157,Sunflower
123,12,109,Jowar (Sorghum)
128,18,107,Jowar (Sorghum)
96,15,128,Lichi
122,18,181,Safflower
128,26,187,Tobacco
106,18,153,Lemon
115,16,109,Jowar (Sorghum)
121,23,162,Cabbage
122,28,194,Avocado
133,21,157,Ginger
141,21,199,Avocado
93,17,131,Mesta
180,16,251,Banana
66,14,84,Sunhemp
86,19,150,Cardamom
78,25,235,Sweet Potato
140,18,107,Cotton
57,17,132,Groundnut
88,19,135,Cardamom
127,19,187,Cabbage
74,15,122,Sitaphal (Custard Apple)
111,17,119,Ragi (Finger Millet)
50,28,113,Soybean
112,28,162,Turmeric
64,13,83,Sunhemp
150,20,174,Lemon
62,16,117,Cowpea
85,21,87,Sesame
136,23,180,Pepper
98,15,115,Sesame
199,21,257,Coconut
61,14,91,Cowpea
72,13,98,Horse Gram
56,14,101,Coriander
58,23,105,Bengal Gram (Chickpea)
85,19,118,Mesta
60,24,121,Tur (Arhar/Toor Dal)
100,20,147,Mesta
131,16,160,Sunflower
160,16,189,Maize
74,16,92,Sunhemp
93,17,151,Sapota
136,15,164,Sunflower
157,25,257,Banana
51,20,122,Cashewnut
188,22,180,Jackfruit
123,26,197,Pepper
158,26,288,Grapes
175,23,116,Rice
62,20,94,Bengal Gram (Chickpea)
58,12,82,Cowpea
153,16,251,Banana
105,29,142,Mustard
91,19,183,Pineapple
175,27,197,Jackfruit
91,15,276,Sweet Potato
120,12,86,Ragi (Finger Millet)
61,10,99,Cowpea
85,22,101,Mesta
156,28,281,Arecanut
113,20,155,Lemon
121,23,131,Cotton
86,19,108,Sesame
57,23,114,Bengal Gram (Chickpea)
55,20,148,Tur (Arhar/Toor Dal)
57,20,149,Groundnut
127,26,153,Pomegranate
114,29,191,Pomegranate
148,23,150,Cabbage
164,25,285,Sugarcane
110,22,156,Ginger
116,26,184,Pepper
75,16,117,Avare (Field Bean)
52,28,145,Soybean
163,29,155,Onion
110,23,130,Castor
133,16,194,Dragon Fruit
111,21,192,Sunflower
136,17,83,Bajra (Pearl Millet)
58,17,106,Niger Seed
86,15,149,Muskmelon
56,12,88,Black Gram (Urad)
133,27,165,Garlic
103,15,92,Navane (Foxtail Millet)
58,24,83,Avare (Field Bean)
99,11,102,Watermelon
150,24,181,Cabbage
152,16,131,Paddy
199,25,111,Rice
50,11,117,Coriander
153,27,254,Grapes
150,19,125,Chillies
50,16,94,Black Gram (Urad)
52,14,147,Sitaphal (Custard Apple)
137,28,160,Pomegranate
82,13,108,Muskmelon
60,16,108,Green Gram (Moong)
59,14,80,Green Gram (Moong)
156,22,213,Sugarcane
123,19,138,Chillies
92,15,88,Sesame
83,24,165,Sapota
54,17,88,Sunhemp
192,20,254,Banana
139,24,166,Safflower
150,17,176,Sunflower
104,26,156,Pepper
193,16,100,Rice
62,17,107,Cashewnut
87,15,135,Muskmelon
67,15,94,Horse Gram
70,10,108,Green Gram (Moong)
187,30,200,Jackfruit
119,25,195,Ginger
139,25,195,Tobacco
121,20,175,Lemon
51,21,133,Soybean
116,26,154,Turmeric
58,15,84,Avare (Field Bean)
122,16,154,Safflower
77,24,152,Sapota
95,17,185,Fig
193,23,259,Potato
86,16,97,Sesame
74,18,87,Horse Gram
88,12,154,Tapioca
131,15,83,Bajra (Pearl Millet)
93,14,108,Muskmelon
183,25,282,Potato
75,15,91,Green Gram (Moong)
81,18,177,Pineapple
197,28,202,Arecanut
194,20,126,Wheat
146,15,169,Safflower
141,30,169,Pomegranate
56,16,114,Black Gram (Urad)
64,16,128,Sitaphal (Custard Apple)
170,22,178,Maize
108,12,87,Jowar (Sorghum)
187,21,153,Onion
101,22,180,Ginger
150,26,265,Arecanut
147,22,160,Lemon
50,13,89,Sunhemp
147,29,165,Tobacco
139,26,170,Guava
185,24,271,Banana
103,18,176,Orange
127,14,119,Jowar (Sorghum)
148,15,149,Chillies
134,24,190,Ginger
117,26,199,Garlic
73,15,86,Cowpea
77,24,205,Sweet Potato
149,10,200,Dragon Fruit
167,19,245,Sugarcane
69,21,101,Bengal Gram (Chickpea)
123,21,141,Chillies
80,23,154,Pineapple
110,12,84,Navane (Foxtail Millet)
68,15,111,Sunhemp
122,18,162,Dragon Fruit
140,20,110,Ragi (Finger Millet)
61,18,109,Green Gram (Moong)
142,17,169,Dragon Fruit
96,23,99,Sesame
72,14,115,Green Gram (Moong)
56,17,142,Groundnut
172,24,172,Onion
153,23,102,Rice
146,30,122,Mustard
69,10,93,Niger Seed
91,12,118,Muskmelon
86,10,199,Tapioca
146,24,120,Cotton
120,28,160,Tobacco
175,22,284,Banana
56,15,118,Groundnut
111,18,116,Jowar (Sorghum)
162,22,138,Wheat
126,18,89,Jowar (Sorghum)
62,18,98,Avare (Field Bean)
95,17,292,Sweet Potato
66,20,101,Cashewnut
64,20,106,Cowpea
64,16,110,Coriander
77,17,108,Cardamom
174,22,105,Paddy
53,17,99,Green Gram (Moong)
95,21,81,Sesame
156,28,150,Tomato
71,16,119,Cowpea
85,17,299,Sweet Potato
122,19,94,Navane (Foxtail Millet)
96,15,109,Lichi
179,20,100,Wheat
175,27,209,Grapes
97,20,188,Tapioca
175,20,130,Paddy
68,17,82,Sunhemp
200,28,241,Grapes
145,28,102,Mustard
72,25,118,Tur (Arhar/Toor Dal)
178,17,167,Maize
52,19,124,Sitaphal (Custard Apple)
106,15,113,Navane (Foxtail Millet)
148,21,180,Safflower
75,17,157,Tapioca
123,24,180,Sunflower
102,25,164,Turmeric
149,25,104,Chillies
54,25,118,Tur (Arhar/Toor Dal)
144,26,183,Pomegranate
186,23,123,Rice
98,14,161,Tapioca
100,25,157,Ginger
140,21,178,Safflower
126,26,196,Ginger
133,18,158,Cabbage
140,17,158,Dragon Fruit
164,27,165,Jackfruit
115,12,113,Navane (Foxtail Millet)
175,30,236,Mango
100,25,160,Sapota
150,26,200,Pomegranate
148,17,156,Safflower
174,22,290,Arecanut
195,30,241,Arecanut
118,11,84,Bajra (Pearl Millet)
76,25,162,Pineapple
52,12,90,Black Gram (Urad)
120,18,122,Cotton
177,27,200,Tomato
159,21,268,Sugarcane
170,15,261,Banana
176,15,118,Paddy
115,11,92,Ragi (Finger Millet)
62,16,108,Sitaphal (Custard Apple)
105,22,171,Ginger
149,18,181,Lemon
138,25,195,Orange
107,20,154,Dragon Fruit
120,17,132,Cotton
196,26,275,Grapes
105,23,199,Guava
123,21,163,Ginger
162,23,273,Coconut
110,27,156,Pepper
87,17,197,Tapioca
123,13,92,Ragi (Finger Millet)
62,10,100,Horse Gram
175,24,181,Maize
118,25,153,Garlic
143,19,117,Bajra (Pearl Millet)
58,29,148,Soybean
108,26,131,Mustard
125,12,117,Ragi (Finger Millet)
171,19,246,Sugarcane
74,19,94,Avare (Field Bean)
157,26,206,Mango
55,14,93,Cowpea
119,28,190,Garlic
170,21,233,Arecanut
67,16,110,Niger Seed
67,24,129,Soybean
114,29,200,Guava
92,18,189,Sapota
70,19,102,Tur (Arhar/Toor Dal)
73,22,112,Cashewnut
95,19,103,Lichi
183,15,255,Banana
112,24,109,Chillies
72,21,106,Cashewnut
65,14,111,Sunhemp
141,24,106,Chillies
122,21,200,Guava
145,15,162,Orange
133,17,109,Ragi (Finger Millet)
100,19,114,Linseed
98,20,118,Linseed
185,17,278,Banana
62,14,83,Niger Seed
123,29,162,Avocado
75,16,234,Sweet Potato
75,23,115,Sesame
71,30,91,Bengal Gram (Chickpea)
198,21,235,Arecanut
155,24,129,Wheat
96,12,128,Lichi
196,21,102,Wheat
102,24,151,Lemon
115,24,179,Avocado
77,16,184,Tapioca
195,23,117,Paddy
128,19,192,Dragon Fruit
111,22,105,Cotton
85,10,143,Watermelon
91,17,161,Sapota
137,23,114,Chillies
176,25,113,Paddy
196,28,150,Jackfruit
62,20,149,Groundnut
110,29,175,Tobacco
94,23,107,Cardamom
99,15,181,Pineapple
112,19,110,Cotton
150,25,113,Rice
200,20,259,Banana
124,25,151,Sunflower
83,25,112,Cardamom
71,11,116,Green Gram (Moong)
140,21,172,Pomegranate
82,13,142,Lichi
61,24,92,Avare (Field Bean)
176,19,237,Sugarcane
91,11,110,Muskmelon
129,18,170,Cabbage
140,17,129,Chillies
108,24,147,Mustard
58,19,102,Cowpea
153,19,136,Rice
71,17,100,Groundnut
108,14,117,Jowar (Sorghum)
91,13,101,Muskmelon
100,18,133,Muskmelon
66,16,139,Groundnut
80,19,106,Muskmelon
66,20,149,Soybean
55,15,132,Cashewnut
170,21,289,Mango
109,19,119,Chillies
139,23,175,Turmeric
70,19,136,Cashewnut
181,16,128,Rice
111,28,187,Avocado
150,23,163,Cabbage
62,12,117,Niger Seed
123,23,132,Chillies
63,19,86,Black Gram (Urad)
73,15,85,Green Gram (Moong)
102,26,166,Pepper
101,30,157,Pomegranate
177,23,100,Rice
112,19,108,Ragi (Finger Millet)
111,24,170,Cabbage
135,16,160,Orange
198,27,230,Mango
174,29,292,Mango
81,19,146,Lichi
77,15,157,Pineapple
162,19,261,Banana
169,26,217,Mango
93,17,278,Sweet Potato
139,17,86,Ragi (Finger Millet)
92,19,162,Pineapple
53,14,109,Coriander
177,23,197,Onion
95,16,191,Pineapple
79,20,194,Tapioca
123,24,163,Cabbage
60,17,126,Coriander
88,12,113,Muskmelon
74,16,89,Cowpea
189,20,246,Coconut
143,11,167,Dragon Fruit
101,18,179,Dragon Fruit
150,11,114,Navane (Foxtail Millet)
190,23,241,Sugarcane
161,21,273,Sugarcane
121,27,129,Mustard
100,23,151,Pineapple
54,22,146,Groundnut
77,20,187,Sapota
174,30,197,Tomato
79,20,149,Mesta
51,13,108,Coriander
131,17,104,Cotton
85,11,131,Linseed
110,22,158,Lemon
72,22,103,Bengal Gram (Chickpea)
187,20,102,Rice
94,15,180,Tapioca
78,25,187,Fig
92,11,130,Watermelon
134,18,89,Bajra (Pearl Millet)
82,25,106,Sesame
64,21,116,Bengal Gram (Chickpea)
193,16,180,Maize
99,17,161,Sapota
107,18,126,Castor
111,19,104,Jowar (Sorghum)
187,15,237,Potato
191,21,256,Grapes
96,22,110,Sesame
61,10,115,Horse Gram
111,23,160,Safflower
164,28,136,Wheat
75,16,132,Coriander
101,26,162,Garlic
160,15,191,Maize
113,17,119,Jowar (Sorghum)
116,29,166,Pomegranate
66,30,103,Bengal Gram (Chickpea)
70,21,87,Avare (Field Bean)
121,29,182,Guava
72,15,149,Groundnut
61,16,91,Sunhemp
85,23,100,Sesame
66,14,123,Coriander
121,23,172,Orange
163,23,173,Onion
104,16,156,Lemon
67,22,131,Cashewnut
137,15,158,Lemon
50,19,109,Avare (Field Bean)
82,15,114,Mesta
127,16,135,Chillies
133,30,184,Garlic
78,22,191,Fig
62,18,124,Cashewnut
150,21,263,Banana
188,18,215,Coconut
151,18,122,Rice
131,24,157,Sunflower
55,14,111,Niger Seed
190,19,270,Sugarcane
124,16,126,Cotton
156,30,178,Jackfruit
146,20,125,Cotton
144,23,188,Lemon
61,10,81,Black Gram (Urad)
157,15,283,Coconut
145,24,193,Lemon
102,16,99,Navane (Foxtail Millet)
186,25,190,Maize
137,17,176,Lemon
136,26,185,Garlic
53,17,118,Avare (Field Bean)
109,10,174,Dragon Fruit
95,17,150,Watermelon
176,28,214,Arecanut
66,19,123,Tur (Arhar/Toor Dal)
161,24,288,Coconut
196,16,252,Sugarcane
77,21,177,Pineapple
171,22,154,Jackfruit
73,15,123,Groundnut
87,20,177,Sapota
74,12,95,Niger Seed
125,14,81,Bajra (Pearl Millet)
58,20,106,Sunhemp
117,19,127,Cotton
132,19,197,Orange
70,10,94,Sunhemp
96,24,109,Sesame
138,21,104,Chillies
141,23,160,Safflower
176,26,213,Mango
111,22,191,Pomegranate
95,24,200,Sapota
85,12,122,Watermelon
154,19,280,Potato
93,20,255,Sweet Potato
102,11,118,Ragi (Finger Millet)
112,12,109,Ragi (Finger Millet)
93,21,105,Cardamom
112,25,147,Cotton
53,19,104,Avare (Field Bean)
175,23,175,Maize
164,29,192,Tomato
76,19,117,Sesame
177,27,199,Tomato
161,15,287,Sugarcane
99,19,193,Sapota
68,14,81,Black Gram (Urad)
101,23,184,Tobacco
144,18,115,Castor
84,21,206,Sweet Potato
98,18,130,Cardamom
135,25,160,Pomegranate
85,12,119,Watermelon
106,16,182,Lemon
153,23,262,Arecanut
181,28,111,Wheat
86,21,124,Cardamom
196,18,104,Rice
52,14,100,Green Gram (Moong)
73,20,88,Black Gram (Urad)
192,17,254,Coconut
59,19,104,Tur (Arhar/Toor Dal)
133,27,187,Pomegranate
180,21,296,Potato
78,12,117,Linseed
67,23,123,Cashewnut
78,18,186,Pineapple
74,25,97,Bengal Gram (Chickpea)
50,11,138,Coriander
64,16,109,Avare (Field Bean)
150,17,140,Cotton
76,22,247,Sweet Potato
71,15,82,Green Gram (Moong)
107,24,160,Ginger
155,22,205,Grapes
103,29,100,Mustard
102,20,172,Orange
115,23,136,Cotton
88,23,112,Sesame
124,10,176,Dragon Fruit
185,27,172,Jackfruit
76,16,197,Pineapple
108,16,187,Orange
198,29,141,Wheat
122,27,196,Guava
57,17,97,Sunhemp
63,18,90,Cowpea
103,17,123,Castor
98,12,162,Tapioca
134,14,113,Ragi (Finger Millet)
75,21,83,Bengal Gram (Chickpea)
121,14,172,Dragon Fruit
168,15,111,Rice
71,18,137,Sitaphal (Custard Apple)
115,26,114,Mustard
128,21,194,Garlic
99,20,180,Pineapple
157,21,218,Sugarcane
79,17,144,Muskmelon
191,20,153,Onion
99,15,173,Sapota
87,22,96,Sesame
110,28,184,Turmeric
118,20,80,Bajra (Pearl Millet)
177,24,121,Wheat
90,22,181,Pineapple
73,13,117,Coriander
135,29,108,Mustard
131,21,112,Chillies
63,18,112,Sitaphal (Custard Apple)
73,17,116,Horse Gram
108,24,163,Pomegranate
104,11,109,Jowar (Sorghum)
155,25,110,Wheat
126,20,114,Mustard
130,15,150,Castor
73,15,107,Horse Gram
198,20,208,Sugarcane
55,14,88,Niger Seed
165,21,284,Potato
170,27,291,Grapes
113,14,90,Jowar (Sorghum)
84,25,154,Sapota
94,23,154,Fig
182,25,168,Tomato
146,29,160,Turmeric
158,22,281,Arecanut
82,14,112,Linseed
75,24,101,Cardamom
194,15,262,Banana
52,20,83,Horse Gram
84,11,139,Watermelon
188,18,266,Banana
58,15,115,Green Gram (Moong)
114,16,158,Cabbage
106,20,92,Jowar (Sorghum)
71,15,108,Horse Gram
70,15,103,Horse Gram
67,27,120,Soybean
75,25,103,Avare (Field Bean)
107,16,194,Lemon
93,25,127,Cardamom
166,17,199,Maize
91,14,110,Watermelon
128,10,119,Jowar (Sorghum)
156,29,232,Mango
133,17,112,Navane (Foxtail Millet)
169,21,114,Wheat
121,25,172,Garlic
183,20,150,Rice
65,16,119,Sunhemp
192,20,134,Paddy
181,24,290,Banana
116,28,156,Pomegranate
65,19,110,Niger Seed
163,30,269,Arecanut
94,18,133,Cardamom
118,13,163,Dragon Fruit
144,16,194,Dragon Fruit
128,14,116,Jowar (Sorghum)
80,15,152,Pineapple
150,22,274,Potato
108,17,95,Ragi (Finger Millet)
55,25,87,Bengal Gram (Chickpea)
122,22,170,Guava
119,23,195,Lemon
94,16,177,Tapioca
61,19,82,Green Gram (Moong)
168,17,117,Rice
96,23,168,Fig
84,18,115,Sesame
120,30,186,Avocado
89,13,149,Muskmelon
114,28,181,Tobacco
52,13,96,Horse Gram
54,20,115,Sunhemp
127,27,199,Tobacco
67,16,102,Niger Seed
200,21,219,Mango
123,29,166,Garlic
156,23,157,Maize
101,25,194,Turmeric
144,30,151,Tobacco
83,17,143,Watermelon
151,25,254,Coconut
148,15,145,Castor
142,24,155,Garlic
145,25,164,Pepper
148,28,190,Ginger
197,30,246,Arecanut
179,25,102,Wheat
134,19,117,Bajra (Pearl Millet)
126,20,133,Chillies
98,16,117,Mesta
52,19,137,Groundnut
135,30,190,Pomegranate
145,12,182,Dragon Fruit
146,21,144,Cotton
102,25,157,Pepper
168,25,166,Jackfruit
64,17,102,Sitaphal (Custard Apple)
140,11,193,Dragon Fruit
124,21,162,Sunflower
58,22,121,Cashewnut
161,15,284,Banana
198,25,240,Sugarcane
155,22,166,Onion
70,23,125,Tur (Arhar/Toor Dal)
106,24,159,Turmeric
68,23,111,Bengal Gram (Chickpea)
193,21,189,Jackfruit
177,21,102,Paddy
134,17,84,Ragi (Finger Millet)
180,25,174,Tomato
130,19,93,Navane (Foxtail Millet)
61,16,111,Groundnut
91,23,114,Cardamom
146,21,154,Garlic
66,15,115,Sunhemp
189,19,139,Rice
138,25,161,Turmeric
72,22,91,Bengal Gram (Chickpea)
96,21,140,Cardamom
145,24,156,Cabbage
105,23,196,Ginger
116,25,198,Garlic
179,22,126,Rice
115,27,178,Garlic
65,24,147,Tur (Arhar/Toor Dal)
59,28,107,Soybean
52,12,100,Cowpea
140,20,80,Jowar (Sorghum)
73,17,82,Green Gram (Moong)
77,15,80,Sesame
103,22,156,Ginger
96,16,197,Pineapple
137,25,196,Garlic
126,25,163,Safflower
72,19,94,Green Gram (Moong)
55,16,113,Cowpea
152,22,161,Jackfruit
59,19,128,Cashewnut
163,24,130,Paddy
74,11,101,Horse Gram
75,11,91,Cowpea
154,26,178,Tomato
154,29,248,Grapes
74,13,126,Coriander
53,20,81,Bengal Gram (Chickpea)
93,20,144,Lichi
142,29,181,Tobacco
91,19,151,Pineapple
133,23,190,Safflower
122,18,194,Orange
65,20,143,Groundnut
64,11,116,Niger Seed
196,17,123,Rice
101,22,180,Garlic
60,28,126,Soybean
143,23,115,Mustard
106,28,156,Tobacco
54,30,104,Bengal Gram (Chickpea)
146,30,142,Mustard
150,16,191,Cabbage
66,18,142,Tur (Arhar/Toor Dal)
72,29,121,Soybean
198,29,205,Mango
90,18,162,Tapioca
132,26,193,Garlic
54,19,82,Cowpea
187,27,241,Grapes
111,19,118,Ragi (Finger Millet)
75,19,134,Sitaphal (Custard Apple)
97,17,181,Sapota
138,21,158,Avocado
94,17,296,Sweet Potato
186,28,149,Wheat
84,10,111,Muskmelon
70,16,108,Tur (Arhar/Toor Dal)
64,14,114,Sunhemp
199,22,223,Grapes
144,18,105,Chillies
148,27,186,Pomegranate
148,29,160,Pomegranate
177,20,165,Jackfruit
75,18,120,Cowpea
193,25,257,Coconut
145,14,108,Navane (Foxtail Millet)
158,21,204,Mango
64,12,120,Niger Seed
143,26,200,Turmeric
143,20,87,Bajra (Pearl Millet)
97,23,196,Sapota
56,23,128,Soybean
117,14,109,Bajra (Pearl Millet)
129,25,167,Ginger
122,18,104,Ragi (Finger Millet)
124,28,187,Avocado
80,24,188,Pineapple
133,22,120,Castor
155,20,112,Rice
129,29,178,Guava
186,22,193,Jackfruit
163,22,274,Banana
96,19,189,Sapota
128,18,166,Orange
90,20,109,Mesta
105,20,174,Pomegranate
193,24,268,Sugarcane
92,21,243,Sweet Potato
66,20,108,Cashewnut
52,12,116,Horse Gram
125,21,145,Chillies
56,12,112,Black Gram (Urad)
88,20,162,Tapioca
63,19,118,Avare (Field Bean)
110,29,164,Turmeric
60,19,108,Black Gram (Urad)
122,21,117,Cotton
99,15,170,Pineapple
98,19,149,Watermelon
93,19,140,Cardamom
125,20,152,Sunflower
178,21,273,Potato
126,26,160,Garlic
176,23,192,Maize
138,22,166,Ginger
112,10,87,Ragi (Finger Millet)
144,15,175,Sunflower
53,15,94,Green Gram (Moong)
78,16,283,Sweet Potato
90,10,136,Linseed
91,15,130,Mesta
76,13,105,Lichi
99,21,183,Fig
125,18,82,Ragi (Finger Millet)
178,25,211,Mango
119,20,180,Guava
55,24,106,Avare (Field Bean)
97,15,128,Linseed
100,30,182,Ginger
79,22,285,Sweet Potato
149,22,194,Tobacco
174,15,224,Potato
146,24,196,Garlic
90,17,103,Linseed
65,21,123,Cashewnut
50,15,88,Niger Seed
73,12,119,Sitaphal (Custard Apple)
111,25,163,Avocado
97,17,109,Mesta
58,12,117,Horse Gram
88,17,129,Watermelon
136,16,183,Sunflower
62,10,113,Niger Seed
112,24,189,Garlic
58,12,102,Coriander
114,18,98,Bajra (Pearl Millet)
146,28,190,Guava
72,22,132,Cashewnut
94,20,121,Watermelon
76,20,146,Watermelon
108,14,83,Jowar (Sorghum)
92,15,157,Pineapple
110,27,187,Guava
134,20,173,Tobacco
68,10,112,Coriander
68,15,88,Niger Seed
62,19,92,Sunhemp
74,30,110,Soybean
154,15,148,Rice
81,18,146,Cardamom
173,28,232,Grapes
125,11,97,Ragi (Finger Millet)
111,29,110,Mustard
168,24,201,Grapes
180,24,178,Onion
196,29,144,Wheat
171,25,126,Paddy
65,17,115,Green Gram (Moong)
196,19,282,Sugarcane
177,24,290,Arecanut
182,21,163,Tomato
74,20,137,Soybean
143,15,113,Cotton
90,15,110,Sesame
159,26,221,Grapes
150,20,189,Cabbage
132,15,98,Jowar (Sorghum)
150,20,143,Mustard
89,14,135,Linseed
177,30,176,Onion
73,15,96,Horse Gram
114,17,92,Navane (Foxtail Millet)
82,25,173,Fig
55,15,112,Cashewnut
118,19,141,Cotton
179,24,152,Onion
88,22,289,Sweet Potato
172,23,114,Wheat
95,19,123,Mesta
172,25,238,Coconut
87,15,89,Sesame
69,16,95,Niger Seed
52,14,147,Coriander
131,14,93,Ragi (Finger Millet)
69,19,115,Horse Gram
131,20,188,Lemon
185,15,273,Banana
73,15,95,Cowpea
94,14,166,Tapioca
161,18,191,Maize
123,25,164,Safflower
89,19,168,Pineapple
185,27,197,Jackfruit
185,30,233,Grapes
72,13,101,Black Gram (Urad)
68,22,144,Soybean
77,23,160,Sapota
130,22,179,Lemon
160,28,228,Arecanut
124,20,164,Turmeric
52,21,116,Cashewnut
169,16,253,Coconut
127,25,163,Orange
79,21,181,Pineapple
175,25,189,Onion
119,25,161,Safflower
89,24,115,Cardamom
109,14,114,Bajra (Pearl Millet)
82,20,116,Mesta
116,10,116,Bajra (Pearl Millet)
145,12,100,Ragi (Finger Millet)
59,18,149,Sitaphal (Custard Apple)
100,23,164,Guava
151,25,196,Onion
127,17,179,Dragon Fruit
83,17,264,Sweet Potato
199,27,295,Grapes
130,18,184,Dragon Fruit
85,19,123,Lichi
55,20,99,Sunhemp
138,20,91,Jowar (Sorghum)
165,20,211,Sugarcane
171,30,161,Onion
112,20,188,Lemon
86,24,186,Sapota
56,15,105,Horse Gram
150,22,271,Potato
96,23,82,Sesame
65,20,98,Sunhemp
72,15,118,Horse Gram
190,21,261,Potato
108,21,198,Cabbage
117,19,168,Sunflower
183,24,196,Jackfruit
141,20,154,Turmeric
156,21,102,Wheat
137,20,193,Pepper
187,20,291,Potato
195,19,222,Sugarcane
73,23,121,Groundnut
76,23,83,Sesame
144,18,87,Navane (Foxtail Millet)
56,18,128,Coriander
159,15,258,Sugarcane
191,25,283,Potato
170,17,262,Banana
199,21,122,Wheat
169,20,117,Rice
152,25,234,Grapes
56,25,123,Groundnut
70,24,122,Tur (Arhar/Toor Dal)
62,16,97,Horse Gram
118,30,186,Garlic
55,20,133,Soybean
66,14,109,Sunhemp
198,16,108,Rice
70,20,90,Cowpea
165,28,183,Onion
112,19,87,Navane (Foxtail Millet)
133,24,177,Guava
67,19,150,Tur (Arhar/Toor Dal)
86,25,286,Sweet Potato
87,21,166,Sapota
73,27,93,Bengal Gram (Chickpea)
88,21,148,Cardamom
189,25,181,Jackfruit
122,19,192,Sunflower
165,18,176,Maize
86,25,105,Cardamom
102,27,168,Ginger
149,19,174,Safflower
146,28,170,Pomegranate
73,12,108,Green Gram (Moong)
91,20,124,Watermelon
174,25,218,Arecanut
104,13,94,Ragi (Finger Millet)
122,19,180,Dragon Fruit
133,29,150,Ginger
78,10,131,Muskmelon
151,22,292,Mango
125,15,131,Castor
143,25,192,Tobacco
188,27,197,Onion
91,18,117,Cardamom
155,20,269,Sugarcane
63,21,119,Tur (Arhar/Toor Dal)
77,19,104,Sesame
162,24,285,Grapes
70,20,82,Bengal Gram (Chickpea)
97,25,199,Pineapple
